Sample	Eukaryotic_taxonomy	Bacterial_taxonomy	Count
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.91),f:Lachnospiraceae(0.91),g:[Eubacterium] ruminantium group(0.47),s:uncultured bacterium(0.90)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.97),f:Lachnospiraceae(0.97),g:Agathobacter(0.42),s:uncultured bacterium(0.91)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.99),f:Lachnospiraceae(0.99),g:Lachnospiraceae NK4A136 group(0.51),s:uncultured bacterium(0.95)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.99),f:Lachnospiraceae(0.99),g:Lachnospiraceae UCG-008(0.28),s:uncultured bacterium(0.96)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:Coprococcus(1.00),s:uncultured bacterium(1.00)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:Lachnospiraceae NK4A136 group(0.70),s:uncultured bacterium(0.81)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.59),f:Ruminococcaceae(0.56),g:Faecalibacterium(0.51),s:uncultured bacterium(0.53)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.81),f:Ruminococcaceae(0.80),g:Ruminococcus(0.80),s:uncultured prokaryote(0.06)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.96),f:Oscillospiraceae(0.81),g:UCG-005(0.81),s:uncultured bacterium(0.98)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.98),f:Ruminococcaceae(0.98),g:Faecalibacterium(0.97),s:uncultured bacterium(0.97)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(1.00),f:Ruminococcaceae(1.00),g:[Eubacterium] siraeum group(0.95),s:uncultured bacterium(0.26)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Patescibacteria(0.70),c:Gracilibacteria(0.70),o:JGI 0000069-P22(0.70),f:uncultured bacterium(0.62)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Patescibacteria(0.99),c:Saccharimonadia(0.99),o:Saccharimonadales(0.99),f:uncultured bacterium(0.99)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Patescibacteria(1.00),c:Gracilibacteria(1.00),o:JGI 0000069-P22(1.00),f:uncultured bacterium(0.57)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Patescibacteria(1.00),c:Saccharimonadia(1.00),o:Saccharimonadales(1.00),f:Saccharimonadaceae(0.90),g:TM7a(0.66),s:uncultured bacterium(0.81)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.79),c:Gammaproteobacteria(0.79),o:Burkholderiales(0.68),f:Rhodocyclaceae(0.60),g:Zoogloea(0.58),s:uncultured bacterium(0.64)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.90),c:Gammaproteobacteria(0.90),o:Burkholderiales(0.89),f:Comamonadaceae(0.89),g:Giesbergeria(0.50),s:Giesbergeria voronezhensis(0.15)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.94),c:Gammaproteobacteria(0.94),o:Pseudomonadales(0.94),f:Moraxellaceae(0.93),g:Acinetobacter(0.93),s:uncultured gamma proteobacterium(0.07)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.98),c:Gammaproteobacteria(0.98),o:Enterobacterales(0.97),f:Aeromonadaceae(0.73),g:Aeromonas(0.73),s:uncultured bacterium(0.51)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.99),c:Gammaproteobacteria(0.99),o:Burkholderiales(0.95),f:Comamonadaceae(0.95),g:Comamonas(0.82),s:uncultured bacterium(0.72)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.99),c:Gammaproteobacteria(0.99),o:Burkholderiales(0.97),f:Comamonadaceae(0.96),g:Simplicispira(0.70),s:metagenome(0.34)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(0.99),c:Gammaproteobacteria(0.99),o:Enterobacterales(0.16),f:Aeromonadaceae(0.10),g:Aeromonas(0.10),s:Aeromonas sp. 2e(0.10)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Burkholderiales(1.00),f:Neisseriaceae(1.00),g:Vitreoscilla(1.00),s:uncultured bacterium(1.00)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Enterobacterales(0.55),f:Aeromonadaceae(0.47),g:Aeromonas(0.47),s:Aeromonas eucrenophila(0.11)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Enterobacterales(0.99),f:Budviciaceae(0.71),g:Budvicia(0.71),s:Budvicia sp. S1-5(0.71)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(0.86),f:Moraxellaceae(0.86),g:Acinetobacter(0.71),s:Acinetobacter radioresistens(0.01)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Moraxellaceae(1.00),g:Acinetobacter(1.00),s:Acinetobacter johnsonii CIP 64.6(0.14)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Moraxellaceae(1.00),g:Acinetobacter(1.00),s:uncultured Acinetobacter sp.(0.45)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Pseudomonadaceae(1.00),g:Pseudomonas(1.00),s:Pseudomonas sp. A6(2012)(0.36)	2
WW	k:Eukaryota(1.00),p:SAR(1.00),c:Stramenopiles(1.00),o:Ochrophyta(1.00),f:Chrysophyceae(1.00),g:Chromulinales(1.00),s:uncultured(1.00)	k:Bacteria(1.00),p:Synergistota(0.03),c:Synergistia(0.03),o:Synergistales(0.03),f:Synergistaceae(0.03),g:Fretibacterium(0.03),s:uncultured bacterium(1.00)	2
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(0.85),f:Paludibacteraceae(0.85),g:Paludibacter(0.42),s:uncultured bacterium(0.83)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Bacteroidaceae(1.00),g:Bacteroides(1.00),s:unidentified(0.25)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Paludibacteraceae(1.00),g:uncultured(0.80),s:uncultured bacterium(0.97)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Paludibacteraceae(1.00),g:uncultured(1.00),s:uncultured bacterium(1.00)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Tannerellaceae(1.00),g:Parabacteroides(1.00),s:Parabacteroides merdae(0.99)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(0.81),g:Pseudarcobacter(0.73),s:uncultured bacterium(0.81)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(0.83),g:uncultured(0.37),s:uncultured Epsilonproteobacteria bacterium(0.34)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Pseudarcobacter(0.69),s:uncultured Arcobacter sp.(0.49)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:uncultured(0.91),s:uncultured bacterium(0.69)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:uncultured(0.91),s:uncultured Epsilonproteobacteria bacterium(0.29)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(0.89),c:Clostridia(0.89),o:Clostridia UCG-014(0.84),f:uncultured bacterium(0.90)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.97),o:Lachnospirales(0.93),f:Lachnospiraceae(0.92),g:Lachnospiraceae NK4A136 group(0.02),s:uncultured bacterium(0.71)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Clostridia UCG-014(1.00),f:uncultured bacterium(0.86)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Clostridia vadinBB60 group(0.98),f:uncultured bacterium(0.98)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:[Eubacterium] ruminantium group(1.00),s:uncultured bacterium(1.00)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:[Ruminococcus] torques group(0.01),s:uncultured bacterium(0.91)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:Coprococcus(0.40),s:uncultured bacterium(1.00)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(1.00),f:Lachnospiraceae(1.00),g:uncultured(0.39),s:uncultured bacterium(0.97)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.88),f:Ruminococcaceae(0.88),g:Ruminococcus(0.81),s:uncultured bacterium(0.95)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.98),f:Ruminococcaceae(0.98),g:Faecalibacterium(0.97),s:uncultured bacterium(0.97)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(1.00),f:Ruminococcaceae(1.00),g:[Eubacterium] siraeum group(1.00),s:uncultured bacterium(1.00)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Fusobacteriota(1.00),c:Fusobacteriia(1.00),o:Fusobacteriales(1.00),f:Leptotrichiaceae(1.00),g:Leptotrichia(1.00),s:uncultured bacterium(1.00)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Patescibacteria(1.00),c:Gracilibacteria(1.00),o:JGI 0000069-P22(1.00),f:uncultured bacterium(0.91)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Proteobacteria(0.98),c:Gammaproteobacteria(0.98),o:Pseudomonadales(0.84),f:Moraxellaceae(0.81),g:Acinetobacter(0.77),s:uncultured marine bacterium(0.01)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Burkholderiales(1.00),f:Hydrogenophilaceae(0.12),g:uncultured(0.40),s:uncultured bacterium(0.54)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Moraxellaceae(1.00),g:Acinetobacter(1.00),s:uncultured Acinetobacter sp.(0.45)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Moraxellaceae(1.00),g:Acinetobacter(1.00),s:uncultured Acinetobacter sp.(0.60)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.18),c:Obazoa(0.18),o:Opisthokonta(0.18),f:Nucletmycea(0.15),g:Fungi(0.15),s:Dikarya(0.15)	k:Bacteria(1.00),p:Proteobacteria(1.00),c:Gammaproteobacteria(1.00),o:Pseudomonadales(1.00),f:Moraxellaceae(1.00),g:Alkanindiges(0.99),s:uncultured bacterium(0.99)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Paludibacteraceae(1.00),g:uncultured(0.80),s:uncultured bacterium(0.97)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Flavobacteriaceae(1.00),g:Flavobacterium(1.00),s:uncultured bacterium(0.75)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Arcobacter(0.53),s:uncultured bacterium(0.59)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Arcobacter(0.71),s:Arcobacter sp. R-28214(0.71)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Clostridia UCG-014(0.77),f:uncultured bacterium(0.73)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.97),f:Lachnospiraceae(0.97),g:[Eubacterium] ruminantium group(0.28),s:uncultured bacterium(0.94)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Oscillospirales(0.88),f:Ruminococcaceae(0.88),g:Ruminococcus(0.81),s:uncultured bacterium(0.95)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Proteobacteria(0.65),c:Gammaproteobacteria(0.65),o:Burkholderiales(0.65),f:Comamonadaceae(0.65),g:Simplicispira(0.54),s:uncultured bacterium(0.95)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.25),c:Obazoa(0.25),o:Opisthokonta(0.25),f:Holozoa(0.25),g:Choanozoa(0.25),s:Metazoa(0.25)	k:Bacteria(1.00),p:Proteobacteria(0.98),c:Gammaproteobacteria(0.98),o:Pseudomonadales(0.84),f:Moraxellaceae(0.81),g:Acinetobacter(0.77),s:uncultured marine bacterium(0.01)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.79),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.79),g:Fungi(0.78),s:Mucoromycota(0.25)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Bacteroidales(1.00),f:Paludibacteraceae(1.00),g:uncultured(0.80),s:uncultured bacterium(0.97)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.79),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.79),g:Fungi(0.78),s:Mucoromycota(0.25)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Flavobacteriaceae(1.00),g:Flavobacterium(1.00),s:uncultured bacterium(0.75)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.79),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.79),g:Fungi(0.78),s:Mucoromycota(0.25)	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Sphingobacteriales(1.00),f:NS11-12 marine group(1.00),g:uncultured bacterium(0.98)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.79),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.79),g:Fungi(0.78),s:Mucoromycota(0.25)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Arcobacter(0.53),s:uncultured bacterium(0.59)	1
WW	k:Eukaryota(1.00),p:Amorphea(0.79),c:Obazoa(0.79),o:Opisthokonta(0.79),f:Nucletmycea(0.79),g:Fungi(0.78),s:Mucoromycota(0.25)	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Pseudarcobacter(1.00),s:uncultured Arcobacter sp.(0.92)	1
